Status,Population,State,City
active,"55,597",MA,Malden
active,"13,009",CA,Malibu
active,"8,958",AR,Malvern
active,"8,880",NY,Malverne
active,"5,793",NY,Malone
active,"6,251",NJ,Manasquan
active,"7,402",CA,Mammoth Lakes
active,"18,413",NY,Mamaroneck
active,"35,205",VA,Manassas
active,"11,319",VA,Manassas Park
active,"10,012",TN,Manchester
active,"18,569",MO,Manchester
active,"4,876",IA,Manchester
active,"108,586",NH,Manchester
active,"18,091",ND,Mandan
active,"12,421",LA,Mandeville
active,"36,605",CA,Manhattan Beach
active,"52,284",KS,Manhattan
active,"7,166",IL,Manhattan
active,"4,646",PA,Manheim
active,"6,110",MI,Manistee
active,"5,161",CO,Manitou Springs
active,"33,169",WI,Manitowoc
active,"36,245",MN,Mankato
active,"4,579",NY,Manlius
active,"49,579",OH,Mansfield
active,"46,142",TX,Mansfield
active,"6,478",NY,Manorhaven
active,"65,028",CA,Manteca
active,"5,402",LA,Mansfield
active,"8,562",IL,Manteno
active,"6,051",TX,Manvel
active,"10,800",NJ,Manville
active,"61,542",MN,Maple Grove
active,"7,954",UT,Mapleton
active,"23,667",OH,Maple Heights
active,"19,929",WA,Maple Valley
active,"8,626",MO,Maplewood
active,"36,087",MN,Maplewood
active,"5,908",IA,Maquoketa
active,"15,634",FL,Marco Island
active,"34,466",AZ,Marana
active,"7,451",TX,Marble Falls
active,"9,526",FL,Marathon
active,"7,520",IL,Marengo
active,"54,086",FL,Margate
active,"45,571",AZ,Maricopa
active,"8,501",NJ,Margate City
active,"4,396",AR,Marianna
active,"14,307",OH,Marietta
active,"6,284",FL,Marianna
active,"67,562",GA,Marietta
active,"6,801",SC,Marion
active,"17,943",CA,Marina
active,"6,001",VA,Marion
active,"10,800",WI,Marinette
active,"4,377",MI,Marine City
active,"35,841",OH,Marion
active,"5,144",NC,Marion
active,"30,212",IN,Marion
active,"17,388",IL,Marion
active,"32,821",IA,Marion
active,"12,217",AR,Marion
active,"12,248",IL,Markham
active,"5,684",LA,Marksville
active,"5,817",TX,Marlin
active,"37,932",MA,Marlborough
active,"4,599",OK,Marlow
active,"20,916",MI,Marquette
active,"4,924",IL,Marseilles
active,"23,798",TX,Marshall
active,"12,118",MO,Marshall
active,"12,647",MN,Marshall
active,"25,850",IA,Marshalltown
active,"7,121",MI,Marshall
active,"18,267",WI,Marshfield
active,"7,274",MO,Marshfield
active,"10,208",TN,Martin
active,"35,145",CA,Martinez
active,"6,654",OH,Martins Ferry
active,"14,543",VA,Martinsville
active,"17,020",WV,Martinsburg
active,"11,800",IN,Martinsville
active,"25,949",MO,Maryland Heights
active,"34,482",WA,Marysville
active,"11,700",CA,Marysville
active,"9,943",MI,Marysville
active,"18,212",OH,Marysville
active,"27,156",TN,Maryville
active,"10,800",MO,Maryville
active,"7,397",IL,Maryville
active,"5,591",FL,Mascotte
active,"6,701",IL,Mascoutah
active,"8,099",MI,Mason
active,"29,682",OH,Mason
active,"27,337",IA,Mason City
active,"17,385",NY,Massapequa Park
active,"10,539",NY,Massena
active,"32,613",OH,Massillon
active,"8,754",NJ,Matawan
active,"5,295",TX,Mathis
active,"17,420",IL,Matteson
active,"26,901",NC,Matthews
active,"21,784",SC,Mauldin
active,"17,177",IL,Mattoon
active,"16,201",AR,Maumelle
active,"13,856",OH,Maumee
active,"4,413",WI,Mauston
active,"10,186",KY,Mayfield
active,"5,090",WI,Mayville
active,"9,246",KY,Maysville
active,"17,737",OH,Mayfield Heights
active,"9,145",NJ,Maywood
active,"25,035",IL,Maywood
active,"18,388",OK,McAlester
active,"28,224",CA,Maywood
active,"129,776",TX,McAllen
active,"7,436",NE,McCook
active,"13,684",MS,McComb
active,"4,891",TX,McGregor
active,"7,767",WI,McFarland
active,"6,018",PA,McKees Rocks
active,"19,768",GA,McDonough
active,"12,098",CA,McFarland
active,"26,862",IL,McHenry
active,"22,130",PA,McKeesport
active,"31,185",OR,McMinnville
active,"13,270",TN,McMinnville
active,"5,357",TN,McKenzie
active,"121,211",TX,McKinney
active,"4,347",OK,McLoud
active,"13,396",KS,McPherson
active,"4,378",GA,McRae
active,"13,233",PA,Meadville
active,"6,427",TX,Meadows Place
active,"8,721",PA,Mechanicsburg
active,"10,624",NC,Mebane
active,"4,857",NY,Mechanicville
active,"73,212",OR,Medford
active,"26,011",OH,Medina
active,"55,573",MA,Medford
active,"4,710",WA,Medical Lake
active,"5,396",PA,Media
active,"6,046",NY,Medina
active,"77,351",FL,Melbourne
active,"5,076",MN,Medina
active,"26,708",MA,Melrose
active,"21,853",IL,Melrose Park
active,"9,812",MI,Melvindale
active,"669,651",TN,Memphis
active,"5,630",AR,Mena
active,"16,627",WI,Menasha
active,"5,053",NJ,Mendham
active,"6,995",IL,Mendota
active,"10,339",CA,Mendota
active,"11,594",MN,Mendota Heights
active,"30,087",CA,Menlo Park
active,"34,607",WI,Menomonee Falls
active,"8,324",MI,Menominee
active,"15,581",WI,Menomonie
active,"8,288",OH,Mentor-on-the-Lake
active,"51,825",OH,Mentor
active,"23,584",WI,Mequon
active,"77,160",CA,Merced
active,"15,131",TX,Mercedes
active,"24,163",WA,Mercer Island
active,"59,186",CT,Meriden
active,"38,232",MS,Meridian
active,"66,916",ID,Meridian
active,"10,814",KS,Merriam
active,"9,670",WI,Merrill
active,"33,057",IN,Merrillville
active,"463,552",AZ,Mesa
active,"16,444",NV,Mesquite
active,"132,123",TX,Mesquite
active,"44,055",MA,Methuen
active,"4,345",GA,Metter
active,"6,540",IL,Metropolis
active,"11,074",MO,Mexico
active,"6,552",TX,Mexia
active,"13,098",NJ,Metuchen
active,"13,027",OK,Miami
active,"84,633",FL,Miami Beach
active,"413,201",FL,Miami
active,"21,727",FL,Miami Lakes
active,"109,346",FL,Miami Gardens
active,"9,551",FL,Miami Shores
active,"19,793",OH,Miamisburg
active,"12,534",FL,Miami Springs
active,"32,405",IN,Michigan City
active,"14,928",OH,Middleburg Heights
active,"9,929",KY,Middlesborough
active,"13,644",NJ,Middlesex
active,"16,244",WI,Middleton
active,"5,594",ID,Middleton
active,"8,841",PA,Middletown
active,"51,422",OH,Middletown
active,"25,865",NY,Middletown
active,"12,152",DE,Middletown
active,"48,030",CT,Middletown
active,"7,147",KY,Middletown
active,"5,185",AL,Midfield
active,"106,561",TX,Midland
active,"6,763",NJ,Midland Park
active,"13,657",IL,Midlothian
active,"40,917",MI,Midland
active,"16,478",TX,Midlothian
active,"28,129",UT,Midvale
active,"4,534",NC,Midway
active,"56,394",OK,Midwest City
active,"6,332",OH,Milford
active,"7,934",TN,Milan
active,"5,657",MI,Milan
active,"5,186",IL,Milan
active,"8,102",MT,Miles City
active,"6,482",MI,Milford
active,"54,136",CT,Milford
active,"8,511",DE,Milford
active,"13,268",CA,Mill Valley
active,"16,907",WA,Mill Creek
active,"20,800",CA,Millbrae
active,"16,640",AL,Millbrook
active,"20,703",GA,Milledgeville
active,"7,341",PA,Millersville
active,"6,279",TN,Millersville
active,"6,159",CO,Milliken
active,"10,165",TN,Millington
active,"67,503",CA,Milpitas
active,"6,266",NC,Mills River
active,"6,965",NJ,Milltown
active,"5,579",WI,Milton
active,"28,930",NJ,Millville
active,"6,786",WA,Milton
active,"6,359",PA,Milton
active,"15,156",GA,Milton
active,"604,477",WI,Milwaukee
active,"8,656",FL,Milton
active,"6,421",OR,Milton-Freewater
active,"20,707",OR,Milwaukie
active,"12,962",LA,Minden
active,"5,179",TX,Mineola
active,"16,880",TX,Mineral Wells
active,"9,006",FL,Minneola
active,"19,108",NY,Mineola
active,"382,605",MN,Minneapolis
active,"50,081",MN,Minnetonka
active,"5,960",MN,Minnetrista
active,"35,419",ND,Minot
active,"10,514",IL,Minooka
active,"108,484",FL,Miramar
active,"20,369",NC,Mint Hill
active,"50,026",IN,Mishawaka
active,"67,119",TX,Mission
active,"68,202",MT,Missoula
active,"9,765",KS,Mission
active,"94,461",CA,Mission Viejo
active,"74,723",TX,Missouri City
active,"14,752",SD,Mitchell
active,"4,567",IN,Mitchell
active,"14,227",MO,Moberly
active,"5,121",UT,Moab
active,"4,641",NC,Mocksville
active,"191,022",AL,Mobile
active,"202,967",CA,Modesto
active,"19,236",IL,Mokena
active,"7,263",OR,Molalla
active,"6,516",TX,Monahans
active,"43,088",IL,Moline
active,"7,044",SC,Moncks Corner
active,"5,749",PA,Monaca
active,"4,993",IL,Monee
active,"8,024",PA,Monessen
active,"9,607",OR,Monmouth
active,"9,321",IL,Monmouth
active,"8,939",MO,Monett
active,"7,837",WI,Monona
active,"4,422",PA,Monongahela
active,"10,481",WI,Monroe
active,"32,543",NC,Monroe
active,"17,059",WA,Monroe
active,"12,178",OH,Monroe
active,"8,168",NY,Monroe
active,"21,374",MI,Monroe
active,"51,215",LA,Monroe
active,"13,381",GA,Monroe
active,"27,639",PA,Monroeville
active,"6,372",AL,Monroeville
active,"37,651",CA,Monrovia
active,"27,763",CA,Monterey
active,"36,530",CA,Montclair
active,"61,906",CA,Montebello
active,"6,061",AL,Montevallo
active,"61,234",CA,Monterey Park
active,"5,233",MN,Montevideo
active,"10,458",OH,Montgomery
active,"15,229",IL,Montgomery
active,"4,741",NY,Montgomery
active,"11,780",MN,Monticello
active,"6,490",NY,Monticello
active,"202,696",AL,Montgomery
active,"6,162",KY,Monticello
active,"5,293",IN,Monticello
active,"5,350",IL,Monticello
active,"4,558",PA,Montoursville
active,"7,760",VT,Montpelier
active,"9,270",AR,Monticello
active,"17,989",CO,Montrose
active,"7,566",NJ,Montvale
active,"13,400",AL,Moody
active,"52,615",OK,Moore
active,"21,954",NC,Mooresville
active,"11,763",IN,Mooresville
active,"36,012",MN,Moorhead
active,"36,372",CA,Moorpark
active,"5,758",PA,Moosic
active,"17,050",CA,Moraga
active,"6,467",OH,Moraine
active,"9,513",NC,Morehead City
active,"7,707",KY,Morehead
active,"190,871",CA,Moreno Valley
active,"11,604",LA,Morgan City
active,"38,096",CA,Morgan Hill
active,"4,414",TX,Morgan's Point Resort
active,"17,194",NC,Morganton
active,"29,642",WV,Morgantown
active,"6,581",AR,Morrilton
active,"4,996",MN,Morris
active,"13,812",IL,Morris
active,"4,303",IL,Morrison
active,"6,005",NJ,Morris Plains
active,"27,636",TN,Morristown
active,"19,268",NJ,Morristown
active,"9,594",PA,Morrisville
active,"13,699",NC,Morrisville
active,"5,539",GA,Morrow
active,"16,039",IL,Morton
active,"10,333",CA,Morro Bay
active,"22,478",IL,Morton Grove
active,"18,800",WA,Moses Lake
active,"22,798",ID,Moscow
active,"15,409",GA,Moultrie
active,"13,951",MS,Moss Point
active,"9,546",MN,Mound
active,"12,005",MN,Mounds View
active,"9,501",NC,Mount Airy
active,"9,109",WV,Moundsville
active,"5,827",NJ,Mount Arlington
active,"8,761",MD,Mount Airy
active,"5,888",PA,Mount Carmel
active,"5,462",TN,Mount Carmel
active,"16,781",MI,Mount Clemens
active,"7,404",IL,Mount Carmel
active,"12,869",FL,Mount Dora
active,"4,392",NJ,Mount Ephraim
active,"6,070",OH,Mount Healthy
active,"10,081",NC,Mount Holly
active,"6,703",WI,Mount Horeb
active,"7,249",PA,Mount Joy
active,"21,718",TN,Mount Juliet
active,"10,393",NY,Mount Kisco
active,"26,572",WI,Mount Pleasant
active,"4,389",NC,Mount Olive
active,"15,011",TX,Mount Pleasant
active,"4,443",TN,Mount Pleasant
active,"4,380",PA,Mount Pleasant
active,"65,472",SC,Mount Pleasant
active,"26,675",MI,Mount Pleasant
active,"8,322",MD,Mount Rainier
active,"8,775",IA,Mount Pleasant
active,"53,338",IL,Mount Prospect
active,"4,600",MO,Mount Vernon
active,"31,513",WA,Mount Vernon
active,"16,037",OH,Mount Vernon
active,"68,653",NY,Mount Vernon
active,"6,921",KY,Mount Sterling
active,"6,980",IN,Mount Vernon
active,"16,298",IL,Mount Vernon
active,"11,980",KY,Mount Washington
active,"5,159",IL,Mount Zion
active,"21,061",AL,Mountain Brook
active,"4,679",MO,Mountain Grove
active,"12,382",ID,Mountain Home
active,"6,551",NJ,Mountainside
active,"12,592",AR,Mountain Home
active,"71,348",CA,Mountain View
active,"19,912",WA,Mountlake Terrace
active,"20,742",WA,Mukilteo
active,"7,232",WI,Mukwonago
active,"4,716",SC,Mullins
active,"5,866",KS,Mulvane
active,"6,634",TN,Munford
active,"33,717",IL,Mundelein
active,"11,199",PA,Munhall
active,"64,975",IN,Muncie
active,"22,105",IN,Munster
active,"5,165",OH,Munroe Falls
active,"14,779",TX,Murphy
active,"46,201",UT,Murray
active,"101,753",TN,Murfreesboro
active,"8,184",IL,Murphysboro
active,"16,557",KY,Murray
active,"97,918",CA,Murrieta
active,"23,234",WI,Muskego
active,"19,488",PA,Murrysville
active,"22,504",IA,Muscatine
active,"13,032",AL,Muscle Shoals
active,"39,401",MI,Muskegon
active,"11,623",MI,Muskegon Heights
active,"32,205",TX,Nacogdoches
active,"30,596",SC,Myrtle Beach
active,"40,099",OK,Muskogee
active,"17,727",OK,Mustang
active,"80,362",ID,Nampa
active,"10,199",PA,Nanticoke
active,"74,547",CA,Napa
active,"143,117",IL,Naperville
active,"21,532",FL,Naples
active,"8,817",OH,Napoleon
active,"7,153",IN,Nappanee
active,"86,576",NH,Nashua
active,"596,462",TN,Nashville
active,"4,538",NC,Nashville
active,"4,865",GA,Nashville
active,"4,815",AR,Nashville
active,"16,413",MS,Natchez
active,"18,241",LA,Natchitoches
active,"58,680",CA,National City
active,"7,558",TX,Navasota
active,"31,931",CT,Naugatuck
active,"6,020",PA,Nazareth
active,"7,032",NE,Nebraska City
active,"16,096",TX,Nederland
active,"5,246",CA,Needles
active,"4,456",MI,Negaunee
active,"11,317",MO,Neosho
active,"25,060",WI,Neenah
active,"5,375",OH,Nelsonville
active,"5,408",UT,Nephi
active,"6,781",FL,Neptune Beach
active,"5,114",NJ,Neptune City
active,"8,327",MO,Nevada
active,"7,088",OH,New Albany
active,"6,688",IA,Nevada
active,"8,178",MS,New Albany
active,"37,296",IN,New Albany
active,"11,346",MI,New Baltimore
active,"28,586",NC,New Bern
active,"91,365",MA,New Bedford
active,"38,649",WI,New Berlin
active,"4,650",TX,New Boston
active,"6,068",PA,New Brighton
active,"51,149",NJ,New Brunswick
active,"53,547",TX,New Braunfels
active,"70,486",CT,New Britain
active,"21,563",MN,New Brighton
active,"5,543",OH,New Carlisle
active,"4,977",DE,New Castle
active,"7,048",PA,New Cumberland
active,"24,212",PA,New Castle
active,"14,937",OH,New Franklin
active,"12,460",MD,New Carrollton
active,"18,339",IN,New Castle
active,"13,685",IN,New Haven
active,"5,132",MI,New Haven
active,"5,152",PA,New Holland
active,"123,669",CT,New Haven
active,"4,838",NY,New Hempstead
active,"20,428",MN,New Hope
active,"9,596",NY,New Hyde Park
active,"32,959",LA,New Iberia
active,"13,667",PA,New Kensington
active,"24,137",IL,New Lenox
active,"6,745",WI,New London
active,"4,576",OH,New Lexington
active,"25,891",CT,New London
active,"5,564",WV,New Martinsville
active,"15,947",NJ,New Milford
active,"6,553",NY,New Paltz
active,"17,319",OH,New Philadelphia
active,"311,853",LA,New Orleans
active,"17,578",FL,New Port Richey
active,"6,712",MN,New Prague
active,"74,115",NY,New Rochelle
active,"11,905",NJ,New Providence
active,"8,259",WI,New Richmond
active,"4,746",LA,New Roads
active,"23,325",FL,New Smyrna Beach
active,"6,461",NY,New Square
active,"13,048",MN,New Ulm
active,"8,363,710",NY,New York
active,"5,809",IN,New Whiteland
active,"47,236",OH,Newark
active,"9,096",NY,Newark
active,"278,980",NJ,Newark
active,"41,781",CA,Newark
active,"10,907",SC,Newberry
active,"29,886",DE,Newark
active,"28,101",NY,Newburgh
active,"22,953",OR,Newberg
active,"17,542",MA,Newburyport
active,"9,885",WA,Newcastle
active,"30,474",GA,Newnan
active,"7,250",OK,Newcastle
active,"5,148",VT,Newport
active,"10,226",CA,Newman
active,"7,515",TN,Newport
active,"7,404",AR,Newport
active,"23,523",RI,Newport
active,"4,298",NC,Newport
active,"9,943",OR,Newport
active,"15,766",KY,Newport
active,"79,661",CA,Newport Beach
active,"179,614",VA,Newport News
active,"82,139",MA,Newton
active,"18,133",KS,Newton
active,"13,372",NC,Newton
active,"8,096",NJ,Newton
active,"15,042",IA,Newton
active,"4,641",OH,Newton Falls
active,"51,345",NY,Niagara Falls
active,"12,313",FL,Niceville
active,"4,410",UT,Nibley
active,"26,444",KY,Nicholasville
active,"28,666",IL,Niles
active,"6,784",WV,Nitro
active,"11,258",MI,Niles
active,"18,829",MO,Nixa
active,"19,268",OH,Niles
active,"5,812",OK,Noble
active,"42,155",IN,Noblesville
active,"19,573",AZ,Nogales
active,"26,659",CA,Norco
active,"10,737",GA,Norcross
active,"234,220",VA,Norfolk
active,"22,940",NE,Norfolk
active,"52,056",IL,Normal
active,"106,957",OK,Norman
active,"4,902",MO,Normandy
active,"6,240",WA,Normandy Park
active,"14,701",NJ,North Arlington
active,"13,711",MA,North Adams
active,"13,954",IL,Norridge
active,"31,843",PA,Norristown
active,"20,712",SC,North Augusta
active,"15,812",IL,North Aurora
active,"7,878",FL,North Bay Village
active,"9,636",OR,North Bend
active,"4,635",WA,North Bend
active,"5,821",PA,North Braddock
active,"10,417",MN,North Branch
active,"7,051",NJ,North Caldwell
active,"16,925",OH,North Canton
active,"94,407",SC,North Charleston
active,"32,608",IL,North Chicago
active,"9,549",OH,North College Hill
active,"5,198",WI,North Fond du Lac
active,"8,904",NJ,North Haledon
active,"4,589",NY,North Hills
active,"5,746",MO,North Kansas City
active,"217,253",NV,North Las Vegas
active,"41,772",FL,North Lauderdale
active,"11,561",IA,North Liberty
active,"8,466",UT,North Logan
active,"59,430",AR,North Little Rock
active,"37,997",FL,North Miami Beach
active,"5,829",IN,North Manchester
active,"55,908",FL,North Miami
active,"12,530",MN,North Mankato
active,"4,689",MN,North Oaks
active,"15,816",SC,North Myrtle Beach
active,"12,149",FL,North Palm Beach
active,"17,682",UT,North Ogden
active,"21,143",NJ,North Plainfield
active,"31,319",OH,North Olmsted
active,"54,907",FL,North Port
active,"24,107",NE,North Platte
active,"65,078",TX,North Richland Hills
active,"29,331",OH,North Royalton
active,"11,247",MN,North St. Paul
active,"28,153",OH,North Ridgeville
active,"13,446",UT,North Salt Lake
active,"6,240",IL,North Riverside
active,"31,222",NY,North Tonawanda
active,"6,570",NY,North Syracuse
active,"9,841",PA,Northampton
active,"4,800",NJ,North Wildwood
active,"6,296",IN,North Vernon
active,"28,379",MA,Northampton
active,"33,936",IL,Northbrook
active,"5,429",IL,Northfield
active,"19,633",MN,Northfield
active,"7,885",NJ,Northfield
active,"33,697",CO,Northglenn
active,"11,462",IL,Northlake
active,"7,676",NY,Northport
active,"4,719",NJ,Northvale
active,"23,118",AL,Northport
active,"5,996",MI,Northville
active,"5,520",OH,Northwood
active,"4,311",MO,Northwoods
active,"23,307",MI,Norton Shores
active,"8,821",IA,Norwalk
active,"16,637",OH,Norwalk
active,"11,472",OH,Norton
active,"83,185",CT,Norwalk
active,"102,982",CA,Norwalk
active,"6,992",NY,Norwich
active,"36,388",CT,Norwich
active,"20,341",OH,Norwood
active,"5,774",PA,Norwood
active,"6,211",NJ,Norwood
active,"54,054",MI,Novi
active,"52,785",CA,Novato
active,"76,819",MO,O'Fallon
active,"6,833",NY,Nyack
active,"8,803",IL,Oak Brook
active,"27,540",IL,O'Fallon
active,"33,482",WI,Oak Creek
active,"27,740",IL,Oak Forest
active,"6,852",MO,Oak Grove
active,"8,245",MN,Oak Grove
active,"9,205",KY,Oak Grove
active,"22,744",WA,Oak Harbor
active,"7,211",WV,Oak Hill
active,"5,389",TN,Oak Hill
active,"8,180",NC,Oak Island
active,"53,244",IL,Oak Lawn
active,"49,557",IL,Oak Park
active,"30,547",MI,Oak Park
active,"4,680",MN,Oak Park Heights
active,"4,587",NC,Oak Ridge
active,"27,677",TN,Oak Ridge
active,"27,034",MN,Oakdale
active,"8,140",LA,Oakdale
active,"20,299",CA,Oakdale
active,"5,038",TN,Oakland
active,"13,312",NJ,Oakland
active,"404,155",CA,Oakland
active,"6,423",PA,Oakmont
active,"42,293",FL,Oakland Park
active,"32,035",CA,Oakley
active,"8,439",OH,Oakwood
active,"4,392",GA,Oakwood
active,"54,801",FL,Ocala
active,"7,042",MD,Ocean City
active,"14,756",NJ,Ocean City
active,"8,381",OH,Oberlin
active,"14,172",WI,Oconomowoc
active,"5,029",WA,Ocean Shores
active,"32,290",FL,Ocoee
active,"17,149",MS,Ocean Springs
active,"5,733",NJ,Oceanport
active,"169,684",CA,Oceanside
active,"98,801",TX,Odessa
active,"4,320",WI,Oconto
active,"4,429",NE,Ogallala
active,"82,865",UT,Ogden
active,"6,082",IA,Oelwein
active,"4,737",MO,Odessa
active,"11,119",NY,Ogdensburg
active,"551,789",OK,Oklahoma City
active,"10,598",PA,Oil City
active,"5,987",FL,Okeechobee
active,"7,775",CA,Ojai
active,"12,634",OK,Okmulgee
active,"119,993",KS,Olathe
active,"8,524",PA,Old Forge
active,"5,283",NY,Old Westbury
active,"6,029",NJ,Old Tappan
active,"13,401",FL,Oldsmar
active,"7,709",ME,Old Town
active,"14,149",NY,Olean
active,"31,830",MS,Olive Branch
active,"7,449",MO,Olivette
active,"8,168",OH,Olmsted Falls
active,"45,322",WA,Olympia
active,"8,407",IL,Olney
active,"4,956",PA,Olyphant
active,"4,735",IL,Olympia Fields
active,"438,646",NE,Omaha
active,"4,706",WA,Omak
active,"16,778",WI,Onalaska
active,"10,723",NY,Oneida
active,"10,991",OR,Ontario
active,"13,208",NY,Oneonta
active,"7,040",AL,Oneonta
active,"5,204",OH,Ontario
active,"171,691",CA,Ontario
active,"15,287",FL,Opa-locka
active,"26,808",AL,Opelika
active,"23,220",LA,Opelousas
active,"6,582",AL,Opp
active,"7,780",NJ,Oradell
active,"4,629",VA,Orange
active,"19,494",TX,Orange
active,"136,392",CA,Orange
active,"6,231",AL,Orange Beach
active,"5,891",IA,Orange City
active,"9,799",FL,Orange City
active,"9,043",FL,Orange Park
active,"10,641",CA,Orange Cove
active,"13,224",SC,Orangeburg
active,"9,369",WI,Oregon
active,"18,921",OH,Oregon
active,"31,404",OR,Oregon City
active,"18,445",CA,Orinda
active,"93,250",UT,Orem
active,"43,465",AZ,Oro Valley
active,"7,174",CA,Orland
active,"55,514",IL,Orland Park
active,"230,519",FL,Orlando
active,"37,984",FL,Ormond Beach
active,"7,195",IL,Orland Hills
active,"7,732",MN,Orono
active,"14,684",CA,Oroville
active,"4,720",MO,Osage Beach
active,"4,488",KS,Osawatomie
active,"6,188",WA,Orting
active,"8,387",OH,Orrville
active,"4,714",IA,Osceola
active,"7,914",AR,Osceola
active,"11,069",IA,Oskaloosa
active,"63,679",WI,Oshkosh
active,"23,798",NY,Ossining
active,"17,351",NY,Oswego
active,"4,403",OH,Ottawa
active,"13,874",MN,Otsego
active,"31,504",IL,Oswego
active,"19,419",IL,Ottawa
active,"6,577",WA,Othello
active,"12,850",KS,Ottawa
active,"24,342",IA,Ottumwa
active,"4,594",OH,Ottawa Hills
active,"15,632",MO,Overland
active,"171,231",KS,Overland Park
active,"32,606",FL,Oviedo
active,"27,467",OK,Owasso
active,"55,516",KY,Owensboro
active,"24,855",MN,Owatonna
active,"14,963",MI,Owosso
active,"4,658",PA,Oxford
active,"8,641",NC,Oxford
active,"22,887",OH,Oxford
active,"17,265",MS,Oxford
active,"20,622",AL,Oxford
active,"185,717",CA,Oxnard
active,"18,095",MO,Ozark
active,"14,711",AL,Ozark
active,"6,040",WA,Pacific
active,"7,268",MO,Pacific
active,"25,521",KY,Paducah
active,"37,739",CA,Pacifica
active,"14,601",CA,Pacific Grove
active,"6,598",FL,Pahokee
active,"6,928",AZ,Page
active,"18,474",OH,Painesville
active,"5,069",TX,Palacios
active,"67,080",IL,Palatine
active,"10,813",FL,Palatka
active,"19,375",NJ,Palisades Park
active,"18,390",TX,Palestine
active,"100,786",FL,Palm Bay
active,"9,535",FL,Palm Beach
active,"49,227",FL,Palm Beach Gardens
active,"72,316",FL,Palm Coast
active,"50,876",CA,Palm Desert
active,"16,442",FL,Palm Springs
active,"8,201",AK,Palmer
active,"47,952",CA,Palm Springs
active,"143,197",CA,Palmdale
active,"5,209",PA,Palmerton
active,"4,988",TX,Palmhurst
active,"22,666",FL,Palmetto Bay
active,"5,053",GA,Palmetto
active,"5,502",TX,Palmview
active,"14,284",FL,Palmetto
active,"6,997",PA,Palmyra
active,"7,350",NJ,Palmyra
active,"59,395",CA,Palo Alto
active,"13,585",CA,Palos Verdes Estates
active,"16,924",IL,Palos Hills
active,"12,469",IL,Palos Heights
active,"4,877",IL,Palos Park
active,"36,644",FL,Panama City
active,"5,718",IL,Pana
active,"14,642",FL,Panama City Beach
active,"17,382",TX,Pampa
active,"23,739",NE,Papillion
active,"5,351",KS,Paola
active,"24,800",AR,Paragould
active,"14,990",AZ,Paradise Valley
active,"26,469",CA,Paradise
active,"26,128",NJ,Paramus
active,"26,050",TX,Paris
active,"55,236",CA,Paramount
active,"9,286",KY,Paris
active,"9,966",TN,Paris
active,"7,980",UT,Park City
active,"7,787",KS,Park City
active,"8,699",IL,Paris
active,"6,609",IL,Park City
active,"22,583",IL,Park Forest
active,"4,537",FL,Parker
active,"8,851",MO,Park Hills
active,"43,767",CO,Parker
active,"8,917",NJ,Park Ridge
active,"36,927",IL,Park Ridge
active,"31,611",WV,Parkersburg
active,"5,279",MO,Parkville
active,"13,273",CA,Parlier
active,"24,017",FL,Parkland
active,"77,947",OH,Parma
active,"19,757",OH,Parma Heights
active,"11,065",KS,Parsons
active,"23,609",MS,Pascagoula
active,"143,080",CA,Pasadena
active,"146,439",TX,Pasadena
active,"66,884",NJ,Passaic
active,"55,246",WA,Pasco
active,"28,715",CA,Paso Robles
active,"12,683",OH,Pataskala
active,"145,643",NJ,Paterson
active,"12,194",NY,Patchogue
active,"5,271",LA,Patterson
active,"19,034",CA,Patterson
active,"6,121",OK,Pauls Valley
active,"6,075",NJ,Paulsboro
active,"71,765",RI,Pawtucket
active,"4,521",IL,Paxton
active,"17,429",UT,Payson
active,"7,637",ID,Payette
active,"15,486",AZ,Payson
active,"24,400",MS,Pearl
active,"4,604",AR,Pea Ridge
active,"51,331",MA,Peabody
active,"34,788",GA,Peachtree City
active,"82,903",TX,Pearland
active,"7,663",TX,Pearsall
active,"7,804",TX,Pecos
active,"4,649",MO,Peculiar
active,"24,484",NY,Peekskill
active,"33,430",IL,Pekin
active,"6,435",NY,Pelham
active,"21,266",AL,Pelham
active,"5,451",NY,Pelham Manor
active,"10,208",IA,Pella
active,"4,744",FL,Pembroke Park
active,"12,841",AL,Pell City
active,"145,661",FL,Pembroke Pines
active,"5,162",NY,Penn Yan
active,"53,820",FL,Pensacola
active,"114,114",IL,Peoria
active,"16,380",OR,Pendleton
active,"4,688",NJ,Penns Grove
active,"157,960",AZ,Peoria
active,"6,230",IL,Peoria Heights
active,"5,715",OH,Pepper Pike
active,"55,643",CA,Perris
active,"8,636",PA,Perkasie
active,"5,060",OK,Perry
active,"9,569",IA,Perry
active,"12,990",GA,Perry
active,"17,049",OH,Perrysburg
active,"6,785",FL,Perry
active,"8,304",TX,Perryton
active,"8,172",MO,Perryville
active,"48,742",NJ,Perth Amboy
active,"9,810",IL,Peru
active,"12,301",IN,Peru
active,"10,575",MS,Petal
active,"32,916",VA,Petersburg
active,"54,666",CA,Petaluma
active,"6,028",MI,Petoskey
active,"5,808",MO,Pevely
active,"39,653",TX,Pflugerville
active,"65,258",TX,Pharr
active,"8,801",WI,Pewaukee
active,"12,494",WI,Pewaukee
active,"31,125",AL,Phenix City
active,"1,447,395",PA,Philadelphia
active,"7,977",MS,Philadelphia
active,"14,528",NJ,Phillipsburg
active,"4,512",OR,Philomath
active,"1,567,924",AZ,Phoenix
